
 Dialogue Num: 0 ||| Ground Truth [0], Predicted Label 1, Attention Words: <PAD> am to | am looking for a place to to stay that has cheap price range it should be in a type of hotel                      
 Dialogue Num: 12 ||| Ground Truth [4 5], Predicted Label 5, Attention Words: indian and day | also thanks for the apology i don ##t need anything else at this time great day today ##i and expensive indian                      

 Dialogue Num: 13 ||| Ground Truth [0], Predicted Label 4, Attention Words: with and the | i am looking for information about the city centre north b and b hotel can you help me with that and expensive indian                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: <PAD> and town | yes city centre north b and b is an inexpensive ##ly ##pr ##ice ##d guest ##house in the north of town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0], Predicted Label 2, Attention Words: the of town | yes can i book it for 6 people starting on saturday for 4 nights please in the north of town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: north accommodate to | they weren ##t able to accommodate those parameters would you like to try a shorter stay the north of town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0], Predicted Label 2, Attention Words: of stay 328 | sure lets try 2 nights thanks ill need a reference number too please shorter stay the north of town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: 328 <PAD> north | the booking for city centre north bb has been made your reference number is 0 ##fa ##fy ##5 ##pp town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: ##fy 328 at | great i also need a train from bishops st ##ort ##ford to cambridge please ##fa ##fy ##5 ##pp town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: 328 you at | i can find one for you can you tell me what day you would like to travel please town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: <PAD> ##a the | the train should arrive by 144 ##5 and should be on the same day as the hotel booking town at 328 ##a                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: and at there | great i recommend train tr ##51 ##0 ##8 it depart ##s at 132 ##9 and will get you there by 140 ##7 would you                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: train depart will | please book that train for me now it depart ##s at 132 ##9 and will get you there by 140 ##7 would you                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: depart 140 would | certainly how many tickets would you like it depart ##s at 132 ##9 and will get you there by 140 ##7 would you                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: same day the | i need 6 tickets for the same day depart ##s at 132 ##9 and will get you there by 140 ##7 would you                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: ##l <PAD> number | booking was successful the total fee is 48 ##48 gb ##p pay ##able at the station reference number is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 13 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: ##p reference ##6 | that ##s all i need today thank you gb ##p pay ##able at the station reference number is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 4, Attention Words: ##able north i | i need a place to stay in the north please pay ##able at the station reference number is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 2, Attention Words: number to north | there are 13 places to stay in the north do you have any other criteria reference number is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 2, Attention Words: any is <PAD> | i don ##t want to have to pay for parking have any other criteria reference number is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 4, Attention Words: gs ##ouse is | i have 5 different gu ##esh ##ouse ##s listed for what day and for how many please is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 2, Attention Words: ##tin and how | for 3 people starting on wednesday and staying 2 nights day and for how many please is gs ##tin ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 2, Attention Words: ##l price it | there are 11 hotels available actually would you like to narrow it to a specific price range or star rating ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 2, Attention Words: ##6 ##0 <PAD> | just a guest ##house in the north with free parking ill need a reference number then too please rating ##0 ##l ##6                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 4, Attention Words: reference able at | i was able to get you in at archway house your reference number is wu ##mu ##z ##0 ##j ##x can i help you                      

 Dialogue Num: 14 ||| Ground Truth [0], Predicted Label 5, Attention Words: your ##s reference | that ##s all i need today thanks bye house your reference number is wu ##mu ##z ##0 ##j ##x can i help you                      

 Dialogue Num: 15 ||| Ground Truth [2], Predicted Label 6, Attention Words: ##z cambridge a | hi i am looking for a train to arrive in cambridge by 08 ##15 ##mu ##z ##0 ##j ##x can i help you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: ##0 in you | certainly where will you be departing from arrive in cambridge by 08 ##15 ##mu ##z ##0 ##j ##x can i help you                      

 Dialogue Num: 15 ||| Ground Truth [2], Predicted Label 6, Attention Words: ##0 08 <PAD> | ill be leaving from bishops st ##ort ##ford on monday by 08 ##15 ##mu ##z ##0 ##j ##x can i help you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: like ##ford for | it look like the tr ##0 ##53 ##2 is what you are looking for departing bishops st ##ort ##ford at 72 ##9 and arriving                      

 Dialogue Num: 15 ||| Ground Truth [2], Predicted Label 6, Attention Words: what at for | what is the price for that trip is what you are looking for departing bishops st ##ort ##ford at 72 ##9 and arriving                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 6, Attention Words: are ticket at | the fare is 101 ##0 gb ##p per ticket you are looking for departing bishops st ##ort ##ford at 72 ##9 and arriving                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 7, Attention Words: arriving in to | i need to make a booking for 2 people and can you find me a place to stay in the north and arriving                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: your z train | iv ##e booked your tickets for the 72 ##9 train from bishops st ##ort ##ford reference z ##ht ##6 ##r ##80 ##s can you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: with from hotel | i need a cheap hotel with free parking train from bishops st ##ort ##ford reference z ##ht ##6 ##r ##80 ##s can you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: ##ford hotels area | there are 10 total hotels do you have a preference for area ##ort ##ford reference z ##ht ##6 ##r ##80 ##s can you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: hotel i ##ford | i would prefer the hotel be in the north part of town ##ort ##ford reference z ##ht ##6 ##r ##80 ##s can you                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: city house guest | city centre north b and b and worth house are both guest ##houses and located in the north would you like me to book                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: sure and them | i don ##t need to book today thanks can you get me the post ##code of one of them oh and please make sure                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: of yes worth | the post ##code for worth house is cb ##41 ##da and yes it has internet one of them oh and please make sure                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: it them yes | i will go ahead an book at the worth house yes it has internet one of them oh and please make sure                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 4, Attention Words: or monday you | ok great will it be the same two people as on the train and starting on monday or do you have different needs for                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 2, Attention Words: the you two | nope same people be the same two people as on the train and starting on monday or do you have different needs for                      

 Dialogue Num: 15 ||| Ground Truth [0 2], Predicted Label 5, Attention Words: needs <PAD> for | id be happy to book that for you what day will you be arriving on and for how many nights different needs for                      
